ID,LONG,LAT,SUB_Basin,Elevation,AAP(mm),RiverDIST(m),FaultDIST(m),Landuse_Type,Slop(Percent),Slop(Degrees),GEO_UNIT,DES_GEOUNI,Climate_Type,DES_ClimateType
545,51.899,30.206,Zohreh,2125,164,47.93229287,9917.173168,bagh/grazing area,2.7009778,1.5471702,EOas-ja,"Undivided Asmari and Jahrum Formation , regardless to  the disconformity separates them",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
546,51.89,30.21,Zohreh,2188,164,238.5735579,10632.03249,poorrange,45.8532639,24.6330013,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
547,51.892,30.21,Zohreh,2144,164,94.62448666,10445.15686,poorrange,23.0042782,12.9550934,EOas-ja,"Undivided Asmari and Jahrum Formation , regardless to  the disconformity separates them",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
548,52.188,30.262,Kor,2016,160,987.7595147,17959.66334,lowforest,36.8956947,20.2518902,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
549,52.418,30.645,Kor,2229,160,2314.498607,4890.306053,modrange,19.7870026,11.1925402,JKkgp,"Undivided Khami Group , consist of massive thin - bedded limestone comprising the following formations : Surmeh , Hith Anhydrite , Fahlian , Gadvan and Darian",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
550,52.416,30.644,Kor,2217,160,2123.69392,5074.4959,modrange,19.765089,11.1804562,JKkgp,"Undivided Khami Group , consist of massive thin - bedded limestone comprising the following formations : Surmeh , Hith Anhydrite , Fahlian , Gadvan and Darian",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
551,52.415,30.643,Kor,2201,160,1981.091787,5165.747277,modrange,17.6747551,10.0233688,JKkgp,"Undivided Khami Group , consist of massive thin - bedded limestone comprising the following formations : Surmeh , Hith Anhydrite , Fahlian , Gadvan and Darian",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
552,52.094,30.711,Kor,2178,160,478.715629,13271.37778,dryfarming,17.9283504,10.1642056,Qft2, Low level piedmont fan and valley teraces deposite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
553,52.095,30.711,Kor,2188,160,571.602542,13223.4531,agri,14.4730263,8.2352505,Qft2, Low level piedmont fan and valley teraces deposite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
554,51.974,30.723,Kor,2130,170,1948.764055,13484.00187,mix(agri_X),3.4886732,1.9980522,Kgu, Bluish grey marl and shale with subordinate thin - bedded argillaceous -limestone ( GURPI FM. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
555,51.974,30.721,Kor,2227,170,1869.939164,13345.7616,modrange,62.047451,31.8185482,Kgu, Bluish grey marl and shale with subordinate thin - bedded argillaceous -limestone ( GURPI FM. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
556,51.891,30.21,Zohreh,2162,164,161.4765354,10538.56917,poorrange,38.1748962,20.8943043,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
557,52.26,30.284,Kor,1720,160,1722.396305,24982.32948,agri,6.4557729,3.6937597,Qft2, Low level piedmont fan and valley teraces deposite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
558,52.209,30.431,Kor,2452,160,2345.293353,8023.198504,woodland1,31.3710175,17.4171715,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
559,51.668,30.18,Zohreh,1144,164,263.8695965,1981.211106,woodland1,29.569416,16.472641,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",A-C-VW,"Warm and dry, with a dry period longer than the humid period"
560,51.653,30.202,Zohreh,1748,164,2390.352907,3376.710878,modforest,32.0802155,17.7863541,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
561,51.657,30.203,Zohreh,1774,164,2422.231187,2993.717428,modforest,23.4065895,13.1738214,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
562,51.647,30.185,Zohreh,1188,164,956.7035091,2931.262673,woodland1,24.0639153,13.5303545,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",A-C-VW,"Warm and dry, with a dry period longer than the humid period"
563,51.656,30.197,Zohreh,1495,164,1781.513519,3483.411504,woodland1,36.5969162,20.1010685,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
564,51.683,30.168,Zohreh,1304,164,26.18586513,19.96237906,modforest,32.1527481,17.8240261,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
565,51.678,30.17,Zohreh,1247,164,239.731189,532.239545,modforest,68.421051,34.3803444,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",A-C-VW,"Warm and dry, with a dry period longer than the humid period"
566,51.714,30.167,Zohreh,1205,164,158.7531106,2453.120798,modforest,33.5989685,18.5718174,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",A-C-VW,"Warm and dry, with a dry period longer than the humid period"
567,51.714,30.169,Zohreh,1184,164,113.2316288,2375.45,modforest,33.1182785,18.3239822,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",A-C-VW,"Warm and dry, with a dry period longer than the humid period"
568,51.716,30.167,Zohreh,1187,164,29.66514622,2631.589052,modforest,29.49543,16.433651,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",A-C-VW,"Warm and dry, with a dry period longer than the humid period"
569,51.715,30.161,Zohreh,1292,164,399.9034737,2859.591405,bagh/grazing area,19.7147751,11.1527109,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",A-C-VW,"Warm and dry, with a dry period longer than the humid period"
570,51.719,30.16,Zohreh,1315,164,196.2877535,3242.316793,modforest,23.0019245,12.9538116,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
571,51.725,30.159,Zohreh,1310,164,128.9312993,3796.188705,modforest,34.9642868,19.2718163,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
572,51.733,30.156,Zohreh,1404,164,302.3271747,4632.130094,modforest,26.3690548,14.7721014,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
573,51.723,30.168,Zohreh,1369,164,667.2628382,3238.209328,modforest,21.2929783,12.0204582,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
574,51.741,30.171,Zohreh,1430,164,855.6614167,4886.54733,modforest,43.4132538,23.4672337,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
575,51.749,30.181,Zohreh,1264,164,7.417246424,5661.221754,lowforest,73.0449142,36.1462288,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",A-C-VW,"Warm and dry, with a dry period longer than the humid period"
576,51.97,30.016,Zohreh,1556,164,196.9045605,3301.60408,mix(poorrange_x),18.5928802,10.5326653,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
577,51.97,30.014,Zohreh,1630,164,272.9429066,3251.478043,mix(poorrange_x),23.4582214,13.2018642,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
578,51.984,30.021,Zohreh,1646,164,650.4850935,2134.113841,mix(poorrange_x),18.8149338,10.655592,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
579,51.877,29.961,Zohreh,1729,163,1100.958725,5836.8088,mix(lowforest_x),23.630022,13.2951298,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
580,52.181,30.26,Kor,1986,160,541.586914,17251.16693,lowforest,8.9339085,5.1051989,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
581,53.777,31.492,Shadkam,1978,98,2304.715685,7657.350597,poorrange,2.4778204,1.419396,Qft2, Low level piedmont fan and valley teraces deposite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
582,53.78,31.493,Shadkam,1988,98,2298.650537,7896.355063,poorrange,4.172236,2.3891294,Qft2, Low level piedmont fan and valley teraces deposite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
583,53.863,31.523,Shadkam,2330,107,1984.202489,6726.493105,mix(agri_bagh),7.8838034,4.5077629,Pec, Conglomerate and sandstone,A-C-W,"Hot and dry, with a dry period longer than the humid period"
584,53.861,31.522,Shadkam,2304,107,1938.956969,6867.337714,mix(agri_bagh),12.8807411,7.3397069,Qtr,Travertine,A-C-W,"Hot and dry, with a dry period longer than the humid period"
585,53.858,31.519,Shadkam,2268,107,1763.893448,7248.754448,mix(agri_bagh),7.8562694,4.492084,Qtr,Travertine,A-C-W,"Hot and dry, with a dry period longer than the humid period"
586,54.177,31.48,Shur Ab,2822,118,725.5759969,10683.39737,modrange,42.3512459,22.9532623,Jugn," Granite gneiss nomally with augen structure the same as : Massoud- abad- Zarnn Gneiss in Azna area , Aliabad- e damoq gneiss in Hamadan area and their equivalent gneisses",A-K-W,"Hot and dry, with a dry period longer than the humid period"
587,54.18,31.477,Shur Ab,2610,118,308.1287474,10426.65204,modrange,40.0732422,21.8375778,Jugn," Granite gneiss nomally with augen structure the same as : Massoud- abad- Zarnn Gneiss in Azna area , Aliabad- e damoq gneiss in Hamadan area and their equivalent gneisses",A-K-W,"Hot and dry, with a dry period longer than the humid period"
588,53.847,31.51,Shadkam,2198,107,1512.210281,8481.269938,mix(agri_bagh),5.1134572,2.9272456,Qtr,Travertine,A-C-W,"Hot and dry, with a dry period longer than the humid period"
589,53.848,31.508,Shadkam,2187,107,1289.311709,8665.607453,mix(agri_bagh),3.9953651,2.2879589,Qtr,Travertine,A-C-W,"Hot and dry, with a dry period longer than the humid period"
590,53.847,31.507,Shadkam,2183,107,1293.078861,8799.067136,mix(agri_bagh),2.166791,1.2412856,Qtr,Travertine,A-C-W,"Hot and dry, with a dry period longer than the humid period"
591,53.925,31.475,Shadkam,2287,98,467.7557904,12916.12297,agri,26.0021858,14.5753899,Qtr,Travertine,A-C-W,"Hot and dry, with a dry period longer than the humid period"
592,53.788,31.545,Shadkam,2203,107,3950.271442,8861.643158,poorrange,16.9487686,9.6195135,OMrb,"Red Beds composed of , red conglomerate , sandstone , marl , gypsiferous marl and gypsum",A-C-W,"Hot and dry, with a dry period longer than the humid period"
593,54.369,31.478,Zayandeh Rud,2116,118,14.53205655,2673.798918,mix(modrange_x),9.387291,5.3628058,Ktl," Thin to meddium bedded argillaceous limestone and thick bedded to massive , grey orbitolina bearing limestone ( Taft Fm . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
594,54.368,31.482,Zayandeh Rud,2198,118,255.8627004,2726.221019,mix(modrange_x),63.9693298,32.6067734,Ktl," Thin to meddium bedded argillaceous limestone and thick bedded to massive , grey orbitolina bearing limestone ( Taft Fm . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
595,54.353,31.529,Zayandeh Rud,1896,84,170.0737231,3374.796977,mix(modrange_x),8.233367,4.7067556,Ktl," Thin to meddium bedded argillaceous limestone and thick bedded to massive , grey orbitolina bearing limestone ( Taft Fm . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
596,53.847,31.478,Shadkam,2313,98,1293.001467,10277.66675,poorrange,4.5688748,2.6159532,OMrb,"Red Beds composed of , red conglomerate , sandstone , marl , gypsiferous marl and gypsum",A-C-W,"Hot and dry, with a dry period longer than the humid period"
597,53.875,31.497,Shadkam,2371,98,1148.395025,9530.145085,poorrange,39.3199425,21.4647236,OMrb,"Red Beds composed of , red conglomerate , sandstone , marl , gypsiferous marl and gypsum",A-K-W,"Hot and dry, with a dry period longer than the humid period"
598,53.858,31.457,Shadkam,2176,98,947.1674982,9029.896746,poorrange,56.9032974,29.641304,OMrb,"Red Beds composed of , red conglomerate , sandstone , marl , gypsiferous marl and gypsum",A-C-W,"Hot and dry, with a dry period longer than the humid period"
599,53.783,31.542,Shadkam,2154,107,3779.929596,9391.23611,bagh/grazing area,4.4324598,2.5379512,Qft2, Low level piedmont fan and valley teraces deposite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
600,53.895,30.116,Shadkam,2803,144,966.3980659,750.0405474,lowforest,37.3451843,20.4782391,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
601,54.121,30.114,Shadkam,2221,116,1401.300908,401.8199108,mix(woodland_x),51.4882545,27.2431488,Qft2, Low level piedmont fan and valley teraces deposite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
602,54.404,31.471,Zayandeh Rud,1816,118,121.9239999,563.4971153,mix(modrange_x),27.8556328,15.5655146,Qft2, Low level piedmont fan and valley teraces deposite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
603,54.401,31.468,Zayandeh Rud,1852,118,129.3907773,248.1561384,mix(modrange_x),30.836319,17.1378365,Ktl," Thin to meddium bedded argillaceous limestone and thick bedded to massive , grey orbitolina bearing limestone ( Taft Fm . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
